fid,date,month,accident_year,day_of_week,time,light_conditions,weather_conditions,accident_severity
21005,30,11,2023,5,15.16666667,1,9,3
21006,2,12,2023,7,17.33333333,4,1,2
21007,2,12,2023,7,20.83333333,4,1,3
21008,4,12,2023,2,13.25,1,2,3
21009,6,12,2023,4,10.21666667,1,1,3
21010,6,12,2023,4,9.166666667,1,1,3
21011,9,12,2023,7,4.133333333,4,2,3
21012,9,12,2023,7,22.66666667,4,8,3
21013,10,12,2023,1,0.5,4,1,2
21014,10,12,2023,1,19.63333333,4,1,3
21015,28,11,2023,3,18.83333333,4,1,3
21016,7,12,2023,5,15.25,1,9,3
21017,5,12,2023,3,8.25,1,8,3
21018,14,12,2023,5,8.833333333,1,1,3
21019,13,12,2023,4,17.83333333,4,2,3
21020,13,12,2023,4,20.36666667,4,1,3
21021,15,12,2023,6,19.66666667,4,1,2
21022,17,12,2023,1,10.2,1,1,3
21023,17,12,2023,1,22.63333333,4,1,3
21024,16,12,2023,7,23.21666667,4,1,3
21025,19,12,2023,3,11.86666667,1,2,3
21026,19,12,2023,3,16.75,4,1,2
21027,19,12,2023,3,6.716666667,4,2,3
21028,19,12,2023,3,23.43333333,4,1,2
21029,20,12,2023,4,15.85,7,1,3
21030,17,12,2023,1,10,1,8,3
21031,21,12,2023,5,18.96666667,4,4,3
21032,18,12,2023,2,23.33333333,4,1,3
21033,25,12,2023,2,2.466666667,4,5,2
21034,27,12,2023,4,9,1,1,3
21035,24,12,2023,1,23.66666667,4,1,3
21036,22,12,2023,6,14.58333333,1,9,3
21037,29,12,2023,6,11.18333333,1,1,3
21038,29,12,2023,6,22.51666667,4,1,3
21039,30,12,2023,7,10.03333333,4,2,3
21040,16,12,2023,7,17.83333333,4,1,3
21041,19,6,2023,2,6,1,9,3
21042,14,9,2023,5,21.13333333,4,8,2
21043,12,10,2023,5,21.5,4,2,2
21044,14,1,2023,7,15,4,2,3
21045,7,2,2023,3,19.43333333,1,1,3
21046,9,3,2023,5,8,1,1,3
21047,5,5,2023,6,22.2,4,1,3
21048,25,7,2023,3,7.666666667,1,1,3
21049,21,7,2023,6,15,1,1,3
21050,23,8,2023,4,20.08333333,1,1,3
21051,24,8,2023,5,10,1,1,2
21052,26,8,2023,7,2.6,1,1,2
21053,14,9,2023,5,14.03333333,1,1,3
21054,26,11,2023,1,9.916666667,1,1,3
21055,1,1,2023,1,2.166666667,4,1,3
21056,2,1,2023,2,6.05,4,1,3
21057,6,1,2023,6,19.03333333,4,1,3
21058,7,1,2023,7,14.58333333,1,2,3
21059,7,1,2023,7,18.5,4,1,3
21060,9,1,2023,2,13.83333333,1,1,3
21061,10,1,2023,3,16.03333333,4,2,3
21062,11,1,2023,4,11.58333333,1,1,3
21063,10,1,2023,3,6.833333333,4,2,3
21064,14,1,2023,7,15.08333333,1,1,2
21065,15,1,2023,1,2.483333333,4,9,3
21066,14,1,2023,7,19.33333333,4,1,3
21067,15,1,2023,1,15.1,1,1,3
21068,11,1,2023,4,18.66666667,4,1,3
21069,17,1,2023,3,18.33333333,4,1,3
21070,17,1,2023,3,14.55,1,1,3
21071,6,1,2023,6,13.08333333,1,1,3
21072,18,1,2023,4,18.58333333,4,1,3
21073,20,1,2023,6,14.33333333,1,1,2
21074,21,1,2023,7,9.633333333,1,1,3
21075,21,1,2023,7,21.83333333,1,1,2
21076,23,1,2023,2,10.66666667,1,1,3
21077,24,1,2023,3,18.25,4,1,3
21078,27,1,2023,6,18.83333333,4,1,3
21079,28,1,2023,7,18.46666667,4,1,2
21080,29,1,2023,1,9.5,1,1,3
21081,2,2,2023,5,13.25,4,1,3
21082,7,2,2023,3,20.33333333,4,1,3
21083,8,2,2023,4,15.75,1,1,3
21084,3,2,2023,6,20.16666667,4,1,3
21085,9,2,2023,5,19.25,4,1,3
21086,10,2,2023,6,0.783333333,4,1,3
21087,10,2,2023,6,20.83333333,4,1,2
21088,15,2,2023,4,8.666666667,1,1,3
21089,15,2,2023,4,15.81666667,1,1,3
21090,17,2,2023,6,8.916666667,1,1,3
21091,16,2,2023,5,19.58333333,1,1,3
21092,19,2,2023,1,14.5,1,8,3
21093,16,2,2023,5,8.75,1,1,3
21094,7,2,2023,3,8.666666667,1,9,3
21095,23,2,2023,5,18.81666667,4,1,3
21096,26,2,2023,1,15.16666667,1,1,3
21097,27,2,2023,2,14.33333333,1,1,3
21098,28,2,2023,3,21.33333333,4,9,3
21099,1,3,2023,4,13.25,1,2,3
21100,1,3,2023,4,21.25,4,1,3
21101,1,3,2023,4,8.25,1,1,3
21102,2,3,2023,5,19.08333333,4,1,3
21103,24,1,2023,3,14.5,1,1,3
21104,4,3,2023,7,2.75,4,1,3
21105,6,3,2023,2,8.366666667,1,1,3
21106,6,3,2023,2,11.13333333,1,1,3
21107,7,3,2023,3,14.91666667,1,9,2
21108,7,3,2023,3,17.33333333,1,1,3
21109,7,3,2023,3,0.166666667,4,9,3
21110,8,3,2023,4,9.833333333,1,9,3
21111,11,3,2023,7,14.88333333,1,1,3
21112,11,3,2023,7,13.75,1,1,3
21113,12,3,2023,1,22.21666667,5,2,2
21114,13,3,2023,2,0.333333333,4,5,2
21115,14,3,2023,3,17,1,1,3
21116,15,3,2023,4,11,1,1,3
21117,15,3,2023,4,15.18333333,1,8,2
21118,15,3,2023,4,18.58333333,4,2,3
21119,16,3,2023,5,10.11666667,1,1,3
21120,16,3,2023,5,19.75,4,1,3
21121,17,3,2023,6,16.83333333,4,1,3
21122,20,3,2023,2,18.33333333,5,2,3
21123,20,3,2023,2,9.75,1,9,2
21124,20,3,2023,2,19.63333333,4,1,3
21125,20,2,2023,2,11.5,1,9,3
21126,24,3,2023,6,7.916666667,1,1,3
21127,26,3,2023,1,22.08333333,4,1,3
21128,27,3,2023,2,9,1,1,3
21129,27,3,2023,2,16.5,1,1,3
21130,27,3,2023,2,9.25,1,8,3
21131,29,3,2023,4,21.5,4,1,3
21132,21,3,2023,3,20,4,9,3
21133,30,3,2023,5,15.26666667,1,1,3
21134,30,3,2023,5,21,4,1,3
21135,1,4,2023,7,13.53333333,1,1,3
21136,4,4,2023,3,13.58333333,1,1,2
21137,4,4,2023,3,16.83333333,1,1,3
21138,9,4,2023,1,21.16666667,4,1,3
21139,10,4,2023,2,17.76666667,1,1,3
21140,13,4,2023,5,13.46666667,1,1,3
21141,12,4,2023,4,18.98333333,1,1,3
21142,13,4,2023,5,15.9,1,1,3
21143,16,4,2023,1,7.8,1,1,3
21144,19,4,2023,4,13.55,1,1,3
21145,16,4,2023,1,10.33333333,1,1,2
21146,21,4,2023,6,17.75,1,9,3
21147,26,4,2023,4,15.13333333,1,1,2
21148,26,4,2023,4,15.91666667,1,1,3
21149,28,4,2023,6,0.533333333,4,2,3
21150,29,4,2023,7,12.83333333,1,1,3
21151,29,4,2023,7,17.33333333,1,1,3
21152,30,4,2023,1,10,1,1,3
21153,30,4,2023,1,16.5,1,1,3
21154,28,4,2023,6,21.86666667,4,1,3
21155,2,5,2023,3,14.33333333,1,1,3
21156,3,5,2023,4,9.416666667,1,1,3
21157,5,5,2023,6,8.8,1,1,3
21158,5,5,2023,6,18.08333333,1,1,3
21159,6,5,2023,7,17.33333333,1,1,3
21160,7,5,2023,1,17.5,1,1,3
21161,7,5,2023,1,19.61666667,1,1,2
21162,8,5,2023,2,18.91666667,1,2,3
21163,5,5,2023,6,0.5,4,1,3
21164,11,5,2023,5,15.25,1,2,3
21165,11,5,2023,5,14.26666667,1,1,3
21166,12,5,2023,6,18.83333333,1,1,3
21167,7,5,2023,1,21.41666667,4,1,3
21168,16,5,2023,3,15.5,1,1,3
21169,17,5,2023,4,23,1,1,3
21170,19,5,2023,6,1.666666667,4,1,2
21171,19,5,2023,6,12.95,1,1,3
21172,20,5,2023,7,23.46666667,4,1,3
21173,21,5,2023,1,1.083333333,4,8,2
21174,24,5,2023,4,9.083333333,1,1,3
21175,24,5,2023,4,19.45,1,1,3
21176,24,5,2023,4,17.5,1,1,3
21177,22,5,2023,2,14.5,1,1,3
21178,26,5,2023,6,15.5,1,1,3
21179,25,5,2023,5,7.25,1,1,3
21180,26,5,2023,6,19.9,1,8,3
21181,26,5,2023,6,20.71666667,1,1,3
21182,27,5,2023,7,16.71666667,1,1,3
21183,25,5,2023,5,15.16666667,1,9,3
21184,1,6,2023,5,10.33333333,1,1,3
21185,1,6,2023,5,18.18333333,1,1,3
21186,1,6,2023,5,19.83333333,1,1,3
21187,2,6,2023,6,11.33333333,1,8,3
21188,5,6,2023,2,7.583333333,1,1,3
21189,26,5,2023,6,19.65,1,9,3
21190,7,6,2023,4,15.53333333,1,1,3
21191,9,6,2023,6,3.166666667,4,8,3
21192,8,6,2023,5,13.33333333,1,1,3
21193,5,6,2023,2,17,1,1,3
21194,9,6,2023,6,15.71666667,1,1,3
21195,9,6,2023,6,22.73333333,4,1,3
21196,10,6,2023,7,16,1,1,3
21197,1,5,2023,2,12.75,1,9,3
21198,14,6,2023,4,2.5,1,8,3
21199,14,6,2023,4,17.5,1,1,3
21200,15,6,2023,5,7.833333333,1,1,3
21201,8,6,2023,5,3.05,4,1,3
21202,17,6,2023,7,14.25,1,1,2
21203,19,6,2023,2,22,4,1,3
21204,21,6,2023,4,7.916666667,1,1,3
21205,21,6,2023,4,8.666666667,1,1,3
21206,23,6,2023,6,15.66666667,1,1,3
21207,24,6,2023,7,17.01666667,1,1,3
21208,25,6,2023,1,22.01666667,4,1,3
21209,26,6,2023,2,8.683333333,1,1,3
21210,26,6,2023,2,15.96666667,1,1,3
21211,25,6,2023,1,14.91666667,1,1,3
21212,27,6,2023,3,21.08333333,1,1,3
21213,27,6,2023,3,20.33333333,1,1,3
21214,28,6,2023,4,10,1,1,3
21215,29,6,2023,5,18.5,1,1,3
21216,29,6,2023,5,20.33333333,1,1,2
21217,3,7,2023,2,7,1,1,3
21218,24,5,2023,4,14.06666667,1,9,2
21219,4,7,2023,3,17.2,1,1,3
21220,4,7,2023,3,17.83333333,1,2,2
21221,4,7,2023,3,15.33333333,1,2,3
21222,6,7,2023,5,10.15,1,1,2
21223,6,7,2023,5,10.66666667,1,1,3
21224,6,7,2023,5,13.06666667,1,1,3
21225,6,7,2023,5,14.58333333,1,1,3
21226,6,7,2023,5,23.83333333,4,1,3
21227,7,7,2023,6,9.916666667,1,1,3
21228,7,7,2023,6,11.25,1,1,3
21229,7,7,2023,6,17.55,1,1,3
21230,7,7,2023,6,14.08333333,1,2,3
21231,7,7,2023,6,23.91666667,4,1,2
21232,7,7,2023,6,14.9,1,1,3
21233,9,7,2023,1,17.68333333,1,1,3
21234,10,7,2023,2,8.5,1,1,3
21235,10,7,2023,2,8.316666667,1,1,3
21236,7,7,2023,6,15.5,1,9,3
21237,11,7,2023,3,11,1,1,2
21238,11,7,2023,3,16,1,1,3
21239,12,7,2023,4,17,1,1,3
21240,14,7,2023,6,21.16666667,6,2,3
21241,15,7,2023,7,3.75,4,1,3
21242,15,7,2023,7,10.5,1,1,3
21243,16,7,2023,1,14.08333333,1,1,3
21244,16,7,2023,1,19.25,1,9,3
21245,18,7,2023,3,9.25,1,1,2
21246,18,7,2023,3,12.65,1,1,3
21247,20,7,2023,5,5.25,1,1,3
21248,23,7,2023,1,19.16666667,1,1,3
21249,13,7,2023,5,14,1,1,3
21250,26,7,2023,4,17.2,1,1,3
21251,28,7,2023,6,21,7,9,3
21252,27,7,2023,5,19.33333333,4,9,3
21253,25,7,2023,3,13.66666667,1,9,3
21254,28,7,2023,6,15.05,1,1,3
21255,28,7,2023,6,14.56666667,1,1,3
21256,29,7,2023,7,2,4,1,2
21257,29,7,2023,7,16.25,1,1,3
21258,25,7,2023,3,23.61666667,4,1,3
21259,27,7,2023,5,19.25,1,1,3
21260,31,7,2023,2,11,1,2,3
21261,31,7,2023,2,20.73333333,4,1,3
21262,18,2,2023,7,19.33333333,7,9,3
21263,12,8,2023,7,13.63333333,1,1,3
21264,13,8,2023,1,15.91666667,1,1,3
21265,14,8,2023,2,17.58333333,1,9,3
21266,15,8,2023,3,16.28333333,1,9,3
21267,14,8,2023,2,21.33333333,1,9,3
21268,16,8,2023,4,20.98333333,4,1,3
21269,17,8,2023,5,11.58333333,1,1,3
21270,17,8,2023,5,19.08333333,1,1,3
21271,19,8,2023,7,15.25,1,9,3
21272,22,8,2023,3,13.16666667,1,1,3
21273,23,8,2023,4,12.08333333,1,1,3
21274,24,8,2023,5,21.73333333,4,1,3
21275,25,8,2023,6,13.66666667,1,9,3
21276,23,8,2023,4,20.63333333,4,1,3
21277,25,8,2023,6,7.583333333,1,1,2
21278,27,8,2023,1,23.16666667,4,1,2
21279,30,8,2023,4,11.75,1,1,3
21280,1,9,2023,6,11.71666667,1,1,3
21281,3,9,2023,1,19.83333333,4,1,3
21282,4,9,2023,2,9.1,1,1,2
21283,4,9,2023,2,17,1,1,3
21284,30,8,2023,4,17.41666667,1,1,2
21285,7,9,2023,5,15.16666667,1,1,3
21286,6,9,2023,4,17.75,1,1,3
21287,8,9,2023,6,15.45,1,1,3
21288,10,9,2023,1,19.58333333,1,1,1
21289,10,9,2023,1,21.16666667,4,1,2
21290,12,9,2023,3,12.31666667,1,1,3
21291,8,9,2023,6,16.46666667,1,1,3
21292,13,9,2023,4,2.583333333,4,1,2
21293,11,9,2023,2,11.8,1,1,3
21294,14,9,2023,5,8.066666667,1,1,3
21295,15,9,2023,6,19.25,1,1,3
21296,17,9,2023,1,15.66666667,1,1,3
21297,17,9,2023,1,18.91666667,1,1,3
21298,12,9,2023,3,11.5,1,1,2
21299,16,9,2023,7,19.33333333,1,9,3
21300,20,9,2023,4,12.53333333,1,1,2
21301,23,9,2023,7,0,4,1,3
21302,21,9,2023,5,13.5,1,1,3
21303,24,9,2023,1,23.41666667,4,1,3
21304,25,9,2023,2,23.41666667,4,1,3
21305,27,9,2023,4,8.5,1,1,3
21306,28,9,2023,5,12.8,1,1,3
21307,29,9,2023,6,7.766666667,1,1,3
21308,29,9,2023,6,11.08333333,1,1,3
21309,28,9,2023,5,9.5,1,1,3
21310,30,9,2023,7,7,1,1,3
21311,1,10,2023,1,19,4,1,3
21312,2,10,2023,2,21.5,5,1,2
21313,2,10,2023,2,17.33333333,1,2,2
21314,4,10,2023,4,19.83333333,1,1,3
21315,5,10,2023,5,8.5,1,9,3
21316,5,10,2023,5,18.75,1,1,3
21317,5,10,2023,5,17.5,4,1,3
21318,7,10,2023,7,18.5,4,1,3
21319,7,10,2023,7,19.41666667,4,1,3
21320,8,10,2023,1,14.41666667,1,1,3
21321,8,10,2023,1,16.2,1,1,3
21322,11,10,2023,4,7.666666667,1,1,2
21323,13,10,2023,6,9.166666667,1,8,2
21324,16,10,2023,2,0.083333333,4,1,3
21325,17,10,2023,3,6.916666667,1,1,3
21326,17,10,2023,3,8.45,1,1,3
21327,18,10,2023,4,13.66666667,1,1,3
21328,16,10,2023,2,16.91666667,1,1,3
21329,18,10,2023,4,21.48333333,4,2,3
21330,19,10,2023,5,17.75,4,2,2
21331,20,10,2023,6,23.66666667,4,1,2
21332,21,10,2023,7,13.06666667,1,1,2
21333,21,10,2023,7,14.16666667,1,8,3
21334,25,10,2023,4,7.4,1,8,3
21335,25,10,2023,4,10.25,1,1,3
21336,25,10,2023,4,14.83333333,1,1,3
21337,26,10,2023,5,13.75,1,1,3
21338,26,10,2023,5,17.73333333,1,8,3
21339,26,10,2023,5,19,4,1,3
21340,27,10,2023,6,20.3,4,1,3
21341,28,10,2023,7,15.73333333,1,1,3
21342,29,10,2023,1,20.33333333,4,2,3
21343,29,10,2023,1,18.21666667,4,1,3
21344,31,10,2023,3,10.38333333,1,8,3
21345,1,11,2023,4,19.58333333,4,1,3
21346,2,11,2023,5,8.783333333,1,2,3
21347,3,11,2023,6,14.5,1,5,3
21348,3,11,2023,6,20.91666667,4,2,3
21349,4,10,2023,4,21.25,4,2,3
21350,5,11,2023,1,0,4,8,3
21351,5,11,2023,1,11.75,1,1,3
21352,6,11,2023,2,9.666666667,1,1,3
21353,3,11,2023,6,15.83333333,1,9,3
21354,6,11,2023,2,10.5,1,9,3
21355,3,11,2023,6,17,4,2,2
21356,6,11,2023,2,19.13333333,4,1,3
21357,6,11,2023,2,15,1,1,3
21358,8,11,2023,4,0.533333333,4,1,3
21359,31,10,2023,3,23.3,4,2,3
21360,9,11,2023,5,18.26666667,4,1,3
21361,11,11,2023,7,21.35,4,1,2
21362,13,11,2023,2,10.95,1,1,3
21363,13,11,2023,2,16.33333333,1,4,3
21364,14,11,2023,3,15.5,1,1,3
21365,12,11,2023,1,14.25,1,1,3
21366,14,11,2023,3,16.58333333,7,2,3
21367,16,11,2023,5,8.5,1,1,3
21368,17,11,2023,6,11.16666667,1,1,3
21369,20,11,2023,2,17.75,4,1,3
21370,22,11,2023,4,8.5,1,1,3
21371,23,11,2023,5,12.5,1,1,3
21372,23,11,2023,5,15.9,1,1,3
21373,22,11,2023,4,17,4,8,3
21374,25,11,2023,7,12.86666667,1,1,3
21375,26,11,2023,1,7.716666667,1,1,3
21376,28,11,2023,3,17,4,1,3
21377,15,11,2023,4,8.25,1,8,3
21378,30,11,2023,5,8.416666667,1,1,3
21379,5,12,2023,3,12.33333333,1,2,3
21380,5,12,2023,3,19.48333333,4,1,3
21381,5,12,2023,3,20.58333333,4,2,3
21382,9,12,2023,7,17.33333333,4,4,3
21383,10,12,2023,1,11.66666667,5,5,3
21384,11,12,2023,2,18.73333333,4,1,3
21385,13,12,2023,4,9.5,1,1,3
21386,12,12,2023,3,15.58333333,1,2,3
21387,14,12,2023,5,14.2,1,1,3
21388,14,12,2023,5,18.75,4,1,3
21389,15,12,2023,6,4.5,4,1,3
21390,15,12,2023,6,5.25,4,1,2
21391,16,12,2023,7,23.5,4,1,3
21392,12,12,2023,3,18.25,4,2,3
21393,20,12,2023,4,22.33333333,1,8,3
21394,21,12,2023,5,17.66666667,4,1,3
21395,21,12,2023,5,9.083333333,1,9,3
21396,23,12,2023,7,12.06666667,1,1,2
21397,25,12,2023,2,14.51666667,1,1,3
21398,28,12,2023,5,21.66666667,4,2,3
21399,1,1,2023,1,7.383333333,4,1,3
21400,1,1,2023,1,19.83333333,4,2,3
21401,1,1,2023,1,18.33333333,4,2,3
21402,3,1,2023,3,0.85,4,1,2
21403,5,1,2023,5,16.25,4,8,3
21404,5,1,2023,5,18,4,1,3
21405,2,1,2023,2,16.5,1,9,2
21406,7,1,2023,7,15.58333333,1,1,3
21407,9,1,2023,2,14.95,1,1,2
21408,7,1,2023,7,18,4,2,3
21409,10,1,2023,3,9.666666667,1,2,3
21410,8,1,2023,1,23.75,4,9,3
21411,11,1,2023,4,4.716666667,4,8,3
21412,11,1,2023,4,13.5,1,1,3
21413,11,1,2023,4,14.91666667,1,9,3
21414,11,1,2023,4,15.25,1,9,3
21415,12,1,2023,5,13,1,2,3
21416,12,1,2023,5,16,1,8,3
21417,14,1,2023,7,22.1,4,4,2
21418,15,1,2023,1,1.833333333,4,1,2
21419,13,1,2023,6,14.45,1,1,2
21420,15,1,2023,1,16.88333333,4,1,3
21421,16,1,2023,2,5.166666667,4,2,3
21422,13,1,2023,6,20.28333333,4,1,3
21423,16,1,2023,2,11.16666667,1,1,3
21424,16,1,2023,2,12.96666667,1,1,3
21425,15,1,2023,1,16.5,1,1,3
21426,16,1,2023,2,20.25,4,8,3
21427,17,1,2023,3,11.06666667,1,1,2
21428,16,1,2023,2,17.16666667,4,8,3
21429,17,1,2023,3,8.166666667,1,1,3
21430,14,1,2023,7,11.16666667,1,1,3
21431,18,1,2023,4,16.41666667,1,1,2
21432,9,1,2023,2,18.2,4,9,3
21433,18,1,2023,4,22.33333333,7,9,3
21434,19,1,2023,5,5.783333333,4,1,3
21435,19,1,2023,5,21.75,4,8,3
21436,20,1,2023,6,6.916666667,4,1,3
21437,20,1,2023,6,12.5,1,1,2
21438,21,1,2023,7,8.5,1,1,3
21439,20,1,2023,6,18.53333333,1,1,3
21440,20,1,2023,6,14.5,1,1,3
21441,22,1,2023,1,3,4,1,3
21442,22,1,2023,1,19.2,4,1,2
21443,22,1,2023,1,12,1,1,3
21444,20,1,2023,6,16.25,1,1,3
21445,25,1,2023,4,16.46666667,4,2,2
21446,25,1,2023,4,21,4,5,3
21447,26,1,2023,5,17,4,1,3
21448,27,1,2023,6,16,1,1,3
21449,20,1,2023,6,13,1,8,3
21450,27,1,2023,6,20.56666667,4,1,3
21451,29,1,2023,1,0.85,4,2,2
21452,29,1,2023,1,0,4,1,3
21453,26,1,2023,5,16.33333333,1,1,3
21454,26,1,2023,5,17.5,4,1,3
21455,29,1,2023,1,17.25,1,1,3
21456,31,1,2023,3,8.133333333,1,1,3
21457,29,1,2023,1,7.166666667,4,1,3
21458,31,1,2023,3,23.5,4,1,2
21459,1,2,2023,4,11.71666667,1,1,3
21460,31,1,2023,3,17.66666667,4,1,3
21461,1,2,2023,4,17.53333333,1,1,3
21462,2,2,2023,5,7.083333333,1,8,3
21463,1,1,2023,1,11.33333333,1,9,3
21464,2,2,2023,5,19.66666667,4,1,3
21465,4,2,2023,7,19,4,1,3
21466,3,2,2023,6,20.75,4,1,3
21467,6,2,2023,2,14.4,1,1,3
21468,6,2,2023,2,15.16666667,1,1,3
21469,6,2,2023,2,16.16666667,1,1,3
21470,6,2,2023,2,22.5,4,1,3
21471,2,2,2023,5,15.33333333,1,1,3
21472,8,2,2023,4,9.466666667,1,1,3
21473,4,2,2023,7,18,4,1,3
21474,8,2,2023,4,13.83333333,1,1,3
21475,8,2,2023,4,17.15,1,1,3
21476,9,2,2023,5,18,4,1,3
21477,11,2,2023,7,3.75,4,1,3
21478,10,2,2023,6,7,1,8,3
21479,12,2,2023,1,1.666666667,4,2,2
21480,10,2,2023,6,14.11666667,1,9,3
21481,13,2,2023,2,18.25,4,1,3
21482,10,2,2023,6,18.66666667,4,8,3
21483,11,2,2023,7,19,4,1,3
21484,14,2,2023,3,18.1,4,1,3
21485,15,2,2023,4,3.883333333,4,1,3
21486,15,2,2023,4,7.666666667,1,1,3
21487,14,2,2023,3,22.4,4,1,3
21488,15,2,2023,4,22.1,4,1,2
21489,17,2,2023,6,7.233333333,1,1,3
21490,17,2,2023,6,17.91666667,4,1,3
21491,18,2,2023,7,13.25,1,1,3
21492,19,2,2023,1,23.61666667,4,1,3
21493,17,2,2023,6,14.66666667,1,9,3
21494,17,2,2023,6,8.666666667,1,1,3
21495,15,2,2023,4,13.58333333,1,9,3
21496,21,2,2023,3,12.56666667,1,1,3
21497,18,2,2023,7,16.58333333,1,1,3
21498,22,2,2023,4,8.666666667,1,2,3
21499,19,2,2023,1,14.58333333,1,1,3
21500,21,2,2023,3,16.5,1,9,3
21501,23,2,2023,5,7.416666667,1,8,3
21502,22,2,2023,4,19.51666667,4,1,3
21503,22,2,2023,4,17.75,1,9,2
21504,23,2,2023,5,16.65,1,1,3
21505,15,2,2023,4,19.18333333,4,1,3
21506,23,2,2023,5,16.66666667,1,2,3
21507,25,2,2023,7,0.9,4,1,3
21508,25,2,2023,7,11.75,1,9,3
21509,28,2,2023,3,0.083333333,4,1,3
21510,2,3,2023,5,13,1,1,3
21511,2,3,2023,5,13,1,1,3
21512,4,3,2023,7,16.33333333,1,1,3
21513,4,3,2023,7,13.13333333,1,1,3
21514,7,3,2023,3,15.66666667,1,2,3
21515,8,3,2023,4,11.75,1,1,3
21516,8,3,2023,4,15.58333333,1,2,3
21517,8,3,2023,4,16.75,1,2,2
21518,6,3,2023,2,13.01666667,1,1,3
21519,9,3,2023,5,11.66666667,1,2,2
21520,9,3,2023,5,14.9,1,1,3
21521,10,3,2023,6,15.4,1,1,2
21522,10,3,2023,6,17,1,2,3
21523,13,3,2023,2,11.91666667,1,8,3
21524,13,3,2023,2,17.08333333,1,1,2
21525,13,3,2023,2,14.58333333,1,1,3
21526,14,3,2023,3,18.56666667,1,1,2
21527,14,3,2023,3,21.58333333,4,1,3
21528,15,3,2023,4,7.833333333,1,1,3
21529,14,3,2023,3,20.16666667,4,1,3
21530,15,3,2023,4,12.68333333,1,1,2
21531,15,3,2023,4,21.5,4,2,3
21532,7,3,2023,3,9.166666667,1,9,3
21533,16,3,2023,5,13.16666667,1,1,3
21534,15,3,2023,4,20.25,4,2,3
21535,16,3,2023,5,14.25,1,1,3
21536,17,3,2023,6,15,1,1,2
21537,17,3,2023,6,7.916666667,1,2,3
21538,18,3,2023,7,1.666666667,4,1,2
21539,17,3,2023,6,12.25,1,2,3
21540,20,3,2023,2,19.5,4,2,3
21541,21,3,2023,3,2.716666667,4,1,3
21542,15,3,2023,4,21.5,4,1,3
21543,19,3,2023,1,16.73333333,7,9,3
21544,22,3,2023,4,20.8,4,8,3
21545,24,3,2023,6,12.68333333,1,2,3
21546,18,3,2023,7,14.5,1,1,3
21547,25,3,2023,7,12.58333333,1,2,3
21548,27,3,2023,2,15.76666667,1,1,3
21549,27,3,2023,2,17.33333333,1,1,3
21550,28,3,2023,3,7.583333333,1,2,3
21551,29,3,2023,4,10.58333333,1,1,3
21552,29,3,2023,4,12.93333333,1,1,2
21553,29,3,2023,4,13.5,1,1,3
21554,29,3,2023,4,11.3,1,7,3
21555,29,3,2023,4,16.16666667,1,1,3
21556,29,3,2023,4,11.66666667,1,1,3
21557,31,3,2023,6,19.75,4,2,3
21558,1,4,2023,7,11.13333333,1,1,3
21559,5,4,2023,4,9.333333333,1,1,3
21560,5,4,2023,4,10.5,1,1,2
21561,5,4,2023,4,15,1,1,3
21562,5,4,2023,4,1.15,4,2,3
21563,6,4,2023,5,7.766666667,1,1,3
21564,6,4,2023,5,18.75,1,2,3
21565,7,4,2023,6,11.48333333,1,1,3
21566,7,4,2023,6,10.55,1,1,3
21567,10,4,2023,2,11.16666667,1,2,3
21568,11,4,2023,3,14.88333333,1,2,3
21569,12,4,2023,4,22.91666667,4,2,3
21570,10,4,2023,2,20.83333333,5,1,3
21571,13,4,2023,5,14,1,1,3
21572,13,4,2023,5,3.583333333,1,1,3
21573,13,4,2023,5,17.75,1,1,3
21574,14,4,2023,6,1.05,4,1,3
21575,13,4,2023,5,19.16666667,1,9,3
21576,14,4,2023,6,15.33333333,1,2,3
21577,13,4,2023,5,18.75,1,1,3
21578,11,4,2023,3,15.25,1,1,3
21579,15,4,2023,7,3.133333333,4,2,2
21580,12,4,2023,4,14.5,1,2,3
21581,13,4,2023,5,20.78333333,4,1,3
21582,16,4,2023,1,15.83333333,1,1,3
21583,17,4,2023,2,8.566666667,1,1,3
21584,15,4,2023,7,15.66666667,1,1,3
21585,18,4,2023,3,8.2,1,1,3
21586,1,4,2023,7,13,1,8,3
21587,17,4,2023,2,14.01666667,1,9,3
21588,16,4,2023,1,9.166666667,1,1,3
21589,17,4,2023,2,14.33333333,1,1,3
21590,16,4,2023,1,22.08333333,7,1,2
21591,19,4,2023,4,13,1,1,3
21592,20,4,2023,5,20,4,1,3
21593,20,4,2023,5,19.98333333,5,2,3
21594,19,4,2023,4,19.33333333,1,1,3
21595,20,4,2023,5,16.66666667,1,1,3
21596,21,4,2023,6,13.03333333,1,1,2
21597,21,4,2023,6,16.01666667,1,1,2
21598,21,4,2023,6,10.66666667,1,2,3
21599,21,4,2023,6,22.33333333,4,1,3
21600,22,4,2023,7,2.833333333,4,1,3
21601,20,3,2023,2,16.58333333,1,1,3
21602,24,4,2023,2,4.616666667,4,1,2
21603,22,4,2023,7,11.58333333,4,1,3
21604,23,4,2023,1,23.5,7,9,3
21605,24,4,2023,2,8.05,1,2,3
21606,25,4,2023,3,16.25,1,1,3
21607,21,4,2023,6,17.71666667,1,1,3
21608,26,4,2023,4,14.55,1,1,3
21609,26,4,2023,4,11.73333333,1,5,3
21610,26,4,2023,4,19.9,4,1,3
21611,26,4,2023,4,16.16666667,1,1,3
